Name,Phone_Number,Email,gender,Near_Location,Partner,Promo_friends,Phone,Contract_period,Group_visits,Age,Avg_additional_charges_total,Month_to_end_contract,Lifetime,Avg_class_frequency_total,Avg_class_frequency_current_month,Churn,Attendance_Drop,Months_Served,Age_at_Joining
Balendra Patil,+912198441779,balendra.patil@hotmail.com,0,1,1,0,1,12,0,29,69.7507555190577,11.0,2,1.0919182233365603,1.0510779540525514,0,0.04084026928400886,1.0,28.8
Abha Karpe,9270402004,abha.karpe@hotmail.com,1,1,0,0,1,6,1,27,167.55786118285133,6.0,1,4.082422664142303,4.156916164761683,0,-0.07449350061938009,0.0,26.9
Eshana Sani,+919271208974,eshana.sani@yahoo.com,1,1,0,0,1,1,1,31,54.42850296110564,1.0,4,3.754112520144485,3.83482808616895,0,-0.08071556602446517,0.0,30.7
Yatan Dora,04310634614,yatan.dora@gmail.com,0,1,0,0,1,1,0,30,177.75935275720082,1.0,2,1.994393125292218,1.5973286041353756,1,0.39706452115684243,0.0,29.8
Yash Pandit,8128048784,yash.pandit@hotmail.com,0,1,0,0,1,1,1,24,31.941973792593245,1.0,3,1.6204183452344498,0.9304841412929992,1,0.6899342039414507,0.0,23.8
Yagnesh Buch,No Number Provided,yagnesh.buch@yahoo.com,0,1,0,0,0,12,1,33,145.54998538793023,12.0,7,2.2011414777175093,2.190851470021204,0,0.010290007696305281,0.0,32.4
Rayaan Nagar,No Number Provided,rayaan.nagar@gmail.com,1,1,0,0,0,6,1,24,160.51620266408364,6.0,1,2.8722759350221656,2.998211161480333,0,-0.12593522645816746,0.0,23.9
Jai Dasgupta,09045402466,jai.dasgupta@gmail.com,0,0,0,0,1,6,0,27,374.08906569435584,5.0,1,1.475159283640191,0.5718451928595425,1,0.9033140907806485,1.0,26.9
Jacob Sathe,+918596959011,jacob.sathe@hotmail.com,1,1,1,1,1,12,1,31,93.414233529603,10.0,3,0.7611205802072745,0.8013192304047614,0,-0.04019865019748692,2.0,30.8
Nitesh Sethi,7890782081,nitesh.sethi@hotmail.com,1,1,1,1,1,12,0,29,59.041552313092296,12.0,3,2.4825983855827296,2.4522088953730146,0,0.030389490209715042,0.0,28.8
Ekansh Barman,5428694248,ekansh.barman@yahoo.com,0,1,0,0,1,1,1,33,323.5337154770976,1.0,5,2.9198935160745734,2.906842289142616,0,0.01305122693195715,0.0,32.6
Darsh Rout,02045747036,darsh.rout@gmail.com,1,1,1,0,1,12,1,30,7.994521114316613,12.0,15,1.4809925111976718,1.4180657000434622,0,0.06292681115420962,0.0,28.8
Tarak Borra,02086357083,tarak.borra@hotmail.com,0,1,0,0,1,12,1,33,54.60054529476375,11.0,1,0.2131859029902065,0.099014798682708,0,0.11417110430749851,1.0,32.9
Rajeshri Ghosh,+914736092029,rajeshri.ghosh@yahoo.com,1,1,1,0,1,6,0,27,180.6767883563328,5.0,2,0.478517379707509,0.3352798872997794,0,0.1432374924077296,1.0,26.8
Tejas Oza,4922257432,tejas.oza@hotmail.com,0,1,1,1,1,12,0,34,347.400806934985,12.0,5,2.923285204834804,2.8517544814776383,0,0.07153072335716582,0.0,33.6
Udarsh Krishna,9958357991,udarsh.krishna@hotmail.com,1,1,0,0,1,6,1,30,121.52969134707294,6.0,4,3.1889360036605843,3.204417700761357,0,-0.015481697100772518,0.0,29.7
Imaran Prabhu,+915940337790,imaran.prabhu@yahoo.com,1,0,1,0,1,6,0,28,103.87728375523098,6.0,2,1.7044447835423664,1.6703064291373633,0,0.034138354405003124,0.0,27.8
Ekiya Rao,4633595948,ekiya.rao@gmail.com,0,1,1,1,1,12,1,29,260.5074585068129,12.0,2,2.3481674580491805,2.3234546736896604,0,0.024712784359520068,0.0,28.8
Hiral Randhawa,08570499896,hiral.randhawa@gmail.com,1,1,1,1,1,12,1,28,106.45740341679766,12.0,4,3.631744078981241,3.788843395482121,0,-0.15709931650087983,0.0,27.7
Manthan Chokshi,3841143531,manthan.chokshi@gmail.com,1,1,1,1,1,12,1,25,209.29430435946665,12.0,4,1.4451475193481005,1.5820033869381085,0,-0.136855867590008,0.0,24.7
Timothy Peri,7681802977,timothy.peri@yahoo.com,1,1,0,0,1,1,0,31,211.728969646523,1.0,3,1.5852253258650293,1.5399951241261205,0,0.04523020173890879,0.0,30.8
Samar Patla,No Number Provided,samar.patla@yahoo.com,0,1,1,1,0,6,0,25,45.73740307258264,6.0,1,2.4875240719999137,2.3095878299948542,0,0.17793624200505942,0.0,24.9
Manya Sarraf,09890956163,manya.sarraf@hotmail.com,0,1,1,1,1,1,0,31,105.80815181542928,1.0,1,1.7779085689264047,1.3318184722194542,1,0.44609009670695055,0.0,30.9
Nathaniel Nagar,3276733784,nathaniel.nagar@hotmail.com,1,1,0,0,1,6,1,34,121.35533494024828,6.0,6,2.8504764197310086,3.036212557515785,0,-0.18573613778477638,0.0,33.5
Indrajit Nigam,+910094707347,indrajit.nigam@hotmail.com,0,1,1,1,1,12,1,26,245.34198649233485,12.0,5,3.342234209792254,3.302304160294593,0,0.0399300494976611,0.0,25.6
Tara Chad,+910033696591,tara.chad@yahoo.com,1,1,0,0,1,12,0,28,168.84318157011558,9.0,2,2.9824759358524666,2.8584777698249666,0,0.12399816602750002,3.0,27.8
Jacob Dhingra,No Number Provided,jacob.dhingra@yahoo.com,0,1,1,1,0,12,1,33,363.0661185294892,12.0,10,2.1747669820786784,2.08371538578488,0,0.09105159629379855,0.0,32.2
George Saha,No Number Provided,george.saha@gmail.com,0,1,0,0,0,1,0,25,123.66191598221953,1.0,5,1.912127923698311,2.028011326138176,0,-0.11588340243986472,0.0,24.6
Arunima Palla,+911774175615,arunima.palla@hotmail.com,1,0,0,0,1,1,0,27,129.6907383642004,1.0,1,2.4219288629145708,1.8962307500012323,1,0.5256981129133385,0.0,26.9
Nitara Apte,+914405312581,nitara.apte@gmail.com,0,1,1,1,1,6,0,29,239.7453019170008,5.0,6,0.6450785523511959,0.5299716493452348,0,0.11510690300596116,1.0,28.5
Chandani Khalsa,05759929430,chandani.khalsa@yahoo.com,1,1,0,1,1,1,0,31,221.9995044432532,1.0,4,1.7986043352653247,1.9073774704022235,0,-0.10877313513689879,0.0,30.7
Tanveer Barman,+916683647615,tanveer.barman@hotmail.com,1,0,1,1,1,6,0,35,284.7735524528685,6.0,10,3.7510050622575535,3.65941384354394,0,0.09159121871361364,0.0,34.2
Kavya Gandhi,+912784373411,kavya.gandhi@hotmail.com,0,0,0,0,1,1,0,25,134.76675368812678,1.0,1,1.3813696006334133,1.302034707711144,1,0.07933489292226925,0.0,24.9
Geetika Divan,+915317885318,geetika.divan@hotmail.com,0,0,0,0,1,1,0,25,126.94365736941688,1.0,1,1.4403424954966426,0.8073168613164665,1,0.6330256341801761,0.0,24.9
Gagan Divan,+917618229769,gagan.divan@yahoo.com,0,0,0,0,1,1,1,29,106.84640816465652,1.0,2,1.949131647851547,2.066672629757321,0,-0.117540981905774,0.0,28.8
Ojas Shankar,6200142624,ojas.shankar@gmail.com,0,1,0,0,1,6,0,33,374.407447340241,4.0,5,5.4218977080804205,5.4582946563023285,0,-0.036396948221907977,2.0,32.6
Zayyan Pall,6847862964,zayyan.pall@hotmail.com,1,1,0,1,1,1,0,28,81.32659285972805,1.0,5,2.626057464365389,2.646600086354012,0,-0.020542621988622667,0.0,27.6
Jackson Dhingra,02115395224,jackson.dhingra@hotmail.com,0,1,1,1,1,12,1,28,142.68216428149182,12.0,6,1.016788513605989,0.9284467027790844,0,0.08834181082690473,0.0,27.5
Gauri Kumer,+910689546237,gauri.kumer@yahoo.com,1,0,1,0,1,12,1,30,67.95028384439402,11.0,4,2.752367570418788,2.7779435496724143,0,-0.02557597925362609,1.0,29.7
Isaac Swaminathan,6584189495,isaac.swaminathan@gmail.com,1,1,0,0,1,6,1,32,119.26316211418158,6.0,1,1.2811281544803288,1.5353464132516352,0,-0.25421825877130644,0.0,31.9
Lakshmi Jhaveri,No Number Provided,lakshmi.jhaveri@yahoo.com,0,1,1,1,0,12,1,30,364.45684641979767,11.0,5,3.5768395467561365,3.613823188068766,0,-0.036983641312629434,1.0,29.6
Pahal Butala,4194101228,pahal.butala@gmail.com,0,1,0,0,1,1,1,30,147.60307940060216,1.0,4,2.0603537248403407,1.9320192438890629,0,0.12833448095127786,0.0,29.7
Zilmil Chandran,8588158138,zilmil.chandran@yahoo.com,1,1,0,1,1,6,1,30,119.87912014377684,6.0,2,1.0721259534172431,1.1171436187531387,0,-0.045017665335895574,0.0,29.8
Bhavika Kannan,05097826280,bhavika.kannan@gmail.com,0,1,0,0,1,6,1,28,142.90547871376933,6.0,18,0.5551935795543501,0.8964207455027551,0,-0.34122716594840496,0.0,26.5
Vritti Dasgupta,0629544777,vritti.dasgupta@yahoo.com,1,1,1,1,1,12,0,30,66.93638444791411,7.0,7,0.6673556282216262,0.6626425976773948,0,0.004713030544231445,5.0,29.4
Kai Merchant,05498003840,kai.merchant@gmail.com,0,1,1,1,1,12,1,31,132.18815741737754,12.0,9,3.007830165045843,3.1062156205664104,0,-0.09838545552056743,0.0,30.2
Gagan Peri,1164723559,gagan.peri@gmail.com,0,1,0,0,1,6,1,32,277.4613229794776,6.0,6,1.523175501634136,1.6401265833515084,0,-0.11695108171737245,0.0,31.5
Dominic Atwal,00663520372,dominic.atwal@gmail.com,0,0,1,0,1,1,0,23,324.45277540025984,1.0,3,3.432550435280139,3.3591596374806945,0,0.07339079779944457,0.0,22.8
Mugdha Bajwa,7886958805,mugdha.bajwa@gmail.com,1,1,1,1,1,12,1,32,265.40728973692063,12.0,5,1.469406130704777,1.5375547013929955,0,-0.06814857068821856,0.0,31.6
Balveer Vig,3919796868,balveer.vig@gmail.com,0,1,1,1,1,1,1,25,304.4531774658175,1.0,8,2.565371054210268,2.5914232356235294,0,-0.026052181413261266,0.0,24.3
Fariq Chad,8253950357,fariq.chad@gmail.com,0,1,0,0,1,1,0,29,136.8843512289118,1.0,3,1.0353993212652517,0.3283673048066917,1,0.70703201645856,0.0,28.8
Omisha Gandhi,2164045245,omisha.gandhi@hotmail.com,0,1,1,0,1,1,0,29,58.35847889588528,1.0,0,0.0,0.0,1,0.0,0.0,29.0
Falguni Dave,00001577459,falguni.dave@yahoo.com,1,1,1,0,1,1,0,29,273.76351945985,1.0,13,2.487606777051348,2.6222170126878988,0,-0.1346102356365506,0.0,27.9
Mitali Suresh,8610570709,mitali.suresh@hotmail.com,1,1,1,0,1,12,1,32,280.2610651567815,11.0,4,1.8300562333560664,1.7613581184942633,0,0.0686981148618031,1.0,31.7
Lekha Johal,04514667009,lekha.johal@gmail.com,1,1,1,0,1,12,0,25,449.0337204131831,12.0,7,0.0147099999751787,0.0379948301323616,0,-0.0232848301571829,0.0,24.4
Kiaan Kurian,04252121924,kiaan.kurian@gmail.com,1,0,0,0,1,1,0,24,204.4445266602356,1.0,1,0.4962393509387981,0.0,1,0.4962393509387981,0.0,23.9
Aarna Mutti,07154925982,aarna.mutti@gmail.com,0,1,1,1,1,12,0,32,22.94699672855137,12.0,1,2.024992266592596,2.0601206997511223,0,-0.03512843315852621,0.0,31.9
Yamini Saraf,9931590115,yamini.saraf@hotmail.com,1,1,0,0,1,6,0,33,20.979360045511484,6.0,18,1.8210890825230617,1.8549366854021576,0,-0.03384760287909594,0.0,31.5
Luke Subramanian,03263466077,luke.subramanian@gmail.com,1,1,1,1,1,1,1,26,156.9330595507916,1.0,4,1.0199277868244792,0.9124065584154208,0,0.10752122840905831,0.0,25.7
Deepa Dugal,+918913098725,deepa.dugal@hotmail.com,1,1,1,0,1,12,0,25,92.04709091794916,12.0,2,0.264835190348238,0.3628632588014079,0,-0.09802806845316991,0.0,24.8
Udant Brar,+912173043352,udant.brar@gmail.com,0,0,1,1,1,6,0,29,219.76091800688545,6.0,1,1.85813138731892,1.953873440084708,0,-0.09574205276578795,0.0,28.9
Hritik Sane,+915820705096,hritik.sane@hotmail.com,0,1,1,1,1,6,1,26,203.5493329578112,6.0,6,4.77789677663503,4.714157780992903,0,0.06373899564212682,0.0,25.5
Neelima Chakrabarti,+914280961092,neelima.chakrabarti@hotmail.com,1,1,0,0,1,1,1,32,5.406180569254531,1.0,0,0.88035005470123,0.0,1,0.88035005470123,0.0,32.0
William Subramanian,+919700442614,william.subramanian@yahoo.com,0,1,1,0,1,12,0,29,424.3530558598373,12.0,8,3.6533273634898,3.539171260808088,0,0.11415610268171195,0.0,28.3
Faras Murthy,+912262191776,faras.murthy@yahoo.com,0,1,1,0,1,12,0,29,141.80584523448138,12.0,3,3.233590545308424,3.282858742163371,0,-0.049268196854946655,0.0,28.8
Rachit Jha,No Number Provided,rachit.jha@yahoo.com,0,0,0,0,0,1,0,31,278.50699454322734,1.0,4,1.6001440563811191,1.5540083211679998,0,0.04613573521311931,0.0,30.7
Faras Srinivasan,9589344387,faras.srinivasan@hotmail.com,1,1,0,0,1,1,1,32,240.52713036453343,1.0,2,2.231345010183689,2.267857736643984,0,-0.03651272646029469,0.0,31.8
Vivaan Bahri,+919480031990,vivaan.bahri@hotmail.com,1,1,0,0,1,1,0,29,153.50816808676635,1.0,2,2.6722109841789305,2.5924396937378487,0,0.07977129044108189,0.0,28.8
Ladli Sandal,07802477476,ladli.sandal@yahoo.com,1,1,1,0,1,1,0,31,204.588644463828,1.0,2,1.565315070564777,1.5049967152972832,0,0.06031835526749374,0.0,30.8
Balvan Chaudhuri,+912127115116,balvan.chaudhuri@yahoo.com,0,1,0,0,1,1,1,30,42.25437246148199,1.0,2,1.639539273579957,1.7692226648456817,0,-0.1296833912657247,0.0,29.8
Yashvi Sampath,+914054054829,yashvi.sampath@yahoo.com,1,1,0,0,1,12,1,37,242.3556849433538,11.0,2,1.5204261296401522,1.4110459508203117,0,0.10938017881984052,1.0,36.8
Osha Vohra,09552300111,osha.vohra@hotmail.com,0,1,1,0,1,12,0,32,432.0703548070003,11.0,4,0.7845706889463031,0.7584080205112212,0,0.02616266843508186,1.0,31.7
Ubika Madan,+915741785072,ubika.madan@yahoo.com,1,1,0,0,1,1,0,24,99.41448252766834,1.0,2,1.3403120982709489,0.5707506088427259,1,0.769561489428223,0.0,23.8
Teerth Prabhu,02906149953,teerth.prabhu@gmail.com,1,1,0,0,1,6,0,31,35.0451923272218,5.0,3,2.8235354481665182,2.796609274968707,0,0.02692617319781121,1.0,30.8
Kashish Sem,02414714988,kashish.sem@yahoo.com,1,1,0,0,1,1,1,30,150.22203685612638,1.0,2,1.1886369604758575,1.2196893237399349,0,-0.031052363264077343,0.0,29.8
Dalbir Dhar,+915931611958,dalbir.dhar@yahoo.com,0,1,0,0,1,6,1,30,41.64680053446854,5.0,2,1.9366673782395896,0.5581106102649069,1,1.3785567679746826,1.0,29.8
Advika Cherian,08960358363,advika.cherian@gmail.com,1,1,1,1,1,1,0,24,167.06597610290362,1.0,1,0.7299946371075423,0.6513531910667038,1,0.07864144604083856,0.0,23.9
Isaac Mahajan,09057957942,isaac.mahajan@gmail.com,1,1,1,0,1,6,0,29,357.73880278242723,6.0,3,2.7871263461710005,2.809694687875516,0,-0.022568341704515493,0.0,28.8
Mohini Barad,No Number Provided,mohini.barad@yahoo.com,1,1,1,1,0,12,1,33,172.11034804210288,11.0,2,2.018338433076561,2.12049680356916,0,-0.10215837049259902,1.0,32.8
Jonathan Kanda,+914041878088,jonathan.kanda@yahoo.com,0,1,0,0,1,12,1,35,137.05158052055813,12.0,1,2.6499247270730244,2.4019705500746404,0,0.24795417699838396,0.0,34.9
Nandini Karan,No Number Provided,nandini.karan@hotmail.com,1,1,0,0,0,6,1,37,172.2209599892664,6.0,3,2.0835602624735827,2.3006035122722377,0,-0.21704324979865497,0.0,36.8
Tanmayi Dash,+912187632823,tanmayi.dash@gmail.com,0,0,0,0,1,1,0,33,204.3207074444132,1.0,1,1.76887581994461,1.1889811146745726,1,0.5798947052700374,0.0,32.9
Teerth Chakrabarti,+918594845138,teerth.chakrabarti@yahoo.com,1,1,0,1,1,12,0,30,346.43272524838585,12.0,5,0.7493287093903747,0.7563593118118961,0,-0.007030602421521426,0.0,29.6
Noah Kar,00727913240,noah.kar@yahoo.com,0,1,0,0,1,1,1,29,98.34150224252453,1.0,1,2.8510584599227538,2.8437326779424765,0,0.007325781980277224,0.0,28.9
Vyanjana Nath,+911589432282,vyanjana.nath@hotmail.com,0,1,1,0,1,1,0,28,149.2184533415032,1.0,3,1.6280114619214,1.7495253972780365,0,-0.12151393535663657,0.0,27.8
Niharika Sarma,9009722085,niharika.sarma@yahoo.com,0,1,0,0,1,1,1,25,281.29663755530675,1.0,6,1.9005682404881536,1.9772074175601608,0,-0.07663917707200718,0.0,24.5
Chaman Joshi,+914042670124,chaman.joshi@hotmail.com,1,1,0,0,1,6,1,27,152.59682254537788,6.0,4,1.028343687143304,0.968246226106625,0,0.06009746103667901,0.0,26.7
Chatura Gandhi,4575374582,chatura.gandhi@yahoo.com,1,1,1,1,1,1,1,26,50.394566055059386,1.0,4,1.178913654589364,1.0813418390616734,0,0.09757181552769056,0.0,25.7
Nicholas Dugal,01173624441,nicholas.dugal@gmail.com,0,0,0,0,1,1,1,27,314.9495089872364,1.0,7,2.0927248885707623,2.1692770112666584,0,-0.07655212269589606,0.0,26.4
Anthony Virk,0572281445,anthony.virk@yahoo.com,1,1,0,0,1,1,1,27,133.4049762315199,1.0,1,2.7240688133329467,2.786146312528704,0,-0.06207749919575711,0.0,26.9
Indira Kamdar,08300184270,indira.kamdar@gmail.com,1,0,0,0,1,1,0,30,257.4325776977206,1.0,1,2.1537655417121018,1.5136330852235196,1,0.6401324564885822,0.0,29.9
Yachana Narang,4894621423,yachana.narang@yahoo.com,1,0,1,0,1,12,0,31,55.09299271380669,9.0,2,3.4040923278106474,3.4947763027132823,0,-0.09068397490263491,3.0,30.8
Rachit Khosla,+914142067471,rachit.khosla@hotmail.com,0,1,0,1,1,6,1,28,119.20182414353596,6.0,1,1.7394254353915377,1.6337403177777752,0,0.10568511761376254,0.0,27.9
Kavya Tripathi,00379239646,kavya.tripathi@hotmail.com,1,0,1,0,1,12,0,28,57.23835630942688,12.0,4,2.392317473010648,2.4636181043579763,0,-0.07130063134732856,0.0,27.7
Zaitra Tripathi,9316462343,zaitra.tripathi@yahoo.com,0,1,1,1,1,12,1,27,93.69977464125384,12.0,3,1.0363534152275804,0.9516060258683854,0,0.08474738935919501,0.0,26.8
Neelima Agrawal,3026224983,neelima.agrawal@gmail.com,1,1,0,0,1,1,0,21,124.82185421919164,1.0,1,1.6817786874712697,1.1958850538250454,1,0.4858936336462243,0.0,20.9
Bachittar Bhatt,04725774072,bachittar.bhatt@gmail.com,1,1,0,0,1,6,1,31,64.86068682974536,6.0,4,1.6558197786193414,1.6724775622154548,0,-0.016657783596113473,0.0,30.7
Ranbir Pathak,2480200739,ranbir.pathak@yahoo.com,1,0,0,0,1,1,0,26,55.95896229874315,1.0,5,1.6274488384787162,1.7524003690326826,0,-0.12495153055396635,0.0,25.6
Saumya Sundaram,04650256150,saumya.sundaram@gmail.com,0,1,0,0,1,1,0,29,20.07629923959284,1.0,0,1.632646555901161,1.9886898484691995,1,-0.35604329256803857,0.0,29.0
Aahana Golla,6173202775,aahana.golla@hotmail.com,0,1,0,0,1,1,1,27,119.59960378658218,1.0,2,1.1313923669529595,1.1122760273159886,0,0.019116339636970903,0.0,26.8
Damyanti Venkatesh,+911398954018,damyanti.venkatesh@hotmail.com,0,1,0,0,1,12,1,30,466.0276398041492,10.0,1,3.5197164705847745,3.5489163042164584,0,-0.02919983363168388,2.0,29.9
Jatin Sidhu,09863937422,jatin.sidhu@gmail.com,0,1,0,0,1,1,0,20,58.360607217218686,1.0,1,2.098279527989651,2.355221406724572,1,-0.25694187873492114,0.0,19.9
Victor Johal,No Number Provided,victor.johal@hotmail.com,1,1,1,1,0,6,1,30,101.52248116844336,3.0,3,1.7801676311169046,1.5532697607224,0,0.2268978703945046,3.0,29.8
Fitan Jani,5856453656,fitan.jani@yahoo.com,1,1,0,0,1,1,0,31,132.06838275326817,1.0,8,2.8407955978874524,2.6832492580862004,0,0.157546339801252,0.0,30.3
Vamakshi Pillai,No Number Provided,vamakshi.pillai@gmail.com,0,0,1,0,0,1,0,23,12.120455362055182,1.0,0,0.6734753705128015,0.6095998486054017,1,0.06387552190739976,0.0,23.0
Brijesh Patla,05948816004,brijesh.patla@gmail.com,0,1,0,0,1,1,1,28,106.87614357369942,1.0,1,0.5224080775499583,0.0,1,0.5224080775499583,0.0,27.9
Fitan Bhatti,No Number Provided,fitan.bhatti@gmail.com,1,0,1,0,0,12,0,31,323.4359895962682,10.0,1,1.9639220151036472,2.0929510999238228,0,-0.1290290848201756,2.0,30.9
Reyansh Cherian,03163557577,reyansh.cherian@yahoo.com,1,1,0,0,1,6,1,34,1.1849406914541731,6.0,5,3.4210987394676966,3.3654698428407537,0,0.055628896626942925,0.0,33.6
Jatin Varma,No Number Provided,jatin.varma@hotmail.com,1,1,0,1,0,12,1,31,8.643677292019579,12.0,2,2.357873102659552,2.4476355201367426,0,-0.08976241747719049,0.0,30.8
Niharika Ganesan,6885927222,niharika.ganesan@hotmail.com,1,1,0,0,1,1,0,30,117.65141473156852,1.0,7,3.815563957005084,3.8539707315709695,0,-0.03840677456588537,0.0,29.4
Yashawini Bassi,0372852782,yashawini.bassi@gmail.com,0,0,1,0,1,1,0,27,213.32877288331744,1.0,1,2.6299383678940003,2.5537110041009816,0,0.07622736379301864,0.0,26.9
Bhavani Chacko,09678758247,bhavani.chacko@yahoo.com,0,1,0,0,1,1,1,28,144.16861114694694,1.0,1,1.8861275568575728,1.0627131073916891,1,0.8234144494658837,0.0,27.9
Tarak Lad,No Number Provided,tarak.lad@gmail.com,1,1,1,1,0,6,1,28,93.19541516821371,6.0,1,1.3676934674486831,0.1107117426095272,1,1.256981724839156,0.0,27.9
Nirja Wadhwa,02010069634,nirja.wadhwa@yahoo.com,1,0,0,0,1,1,0,28,36.82672507130644,1.0,1,1.161804644932482,0.8460935693141598,1,0.3157110756183221,0.0,27.9
Niharika Chakrabarti,4236971332,niharika.chakrabarti@yahoo.com,1,1,0,0,1,1,1,28,0.7965952030563983,1.0,5,1.2469497503662392,1.2454049715888376,0,0.0015447787774016675,0.0,27.6
Widisha Parekh,1628768315,widisha.parekh@hotmail.com,1,1,0,0,1,12,1,31,132.8585077031733,12.0,3,0.6089382586132706,0.6219081108485115,0,-0.012969852235240942,0.0,30.8
Anusha Rattan,03799903453,anusha.rattan@yahoo.com,0,1,1,1,1,6,0,33,223.68510784190624,6.0,4,1.1551559836995366,1.2074647085167405,0,-0.05230872481720383,0.0,32.7
Chakradev Sem,09163387757,chakradev.sem@yahoo.com,0,1,0,0,1,1,1,26,62.41295556801904,1.0,2,3.5128152379517066,3.3120151929882176,0,0.20080004496348902,0.0,25.8
Utkarsh Soni,00572758634,utkarsh.soni@yahoo.com,1,1,0,0,1,12,1,32,214.9450996095024,11.0,5,0.6997485810029433,0.6866204870695771,0,0.013128093933366225,1.0,31.6
Oni Chander,2153925049,oni.chander@hotmail.com,0,1,1,1,1,1,1,30,205.960549680206,1.0,4,1.0039181181549126,1.085472971622322,0,-0.08155485346740932,0.0,29.7
Edhitha Gara,6277582869,edhitha.gara@gmail.com,1,1,1,1,1,1,1,33,143.232451790641,1.0,2,3.6110216442325633,3.5781444319821345,0,0.03287721225042883,0.0,32.8
Mohini Sekhon,4291357347,mohini.sekhon@yahoo.com,1,1,1,1,1,1,1,33,369.2343207761203,1.0,3,1.6748719502736362,1.593046781558149,0,0.08182516871548717,0.0,32.8
Thomas Chander,+913591974510,thomas.chander@hotmail.com,0,1,1,1,1,12,1,24,151.26465097780047,12.0,6,3.0076957722279145,2.9681973766757586,0,0.03949839555215595,0.0,23.5
Oeshi Madan,8819565852,oeshi.madan@gmail.com,0,0,1,0,1,6,0,32,327.20363369324286,6.0,1,1.3576472564486144,1.35183392109694,0,0.005813335351674498,0.0,31.9
Lekha Toor,02419797640,lekha.toor@hotmail.com,0,1,0,0,1,1,0,29,142.92619557969357,1.0,6,1.9952549277786948,1.7343396330036307,0,0.26091529477506414,0.0,28.5
Odika Tandon,08714607146,odika.tandon@gmail.com,1,0,1,1,1,1,0,30,25.62840601013123,1.0,4,1.7633585962532767,1.7727544551163767,0,-0.009395858863100015,0.0,29.7
Riya Badal,8828777983,riya.badal@yahoo.com,0,1,0,0,1,1,0,25,193.38991274436935,1.0,0,1.5873152178466103,1.604880770662739,1,-0.017565552816128704,0.0,25.0
Wishi Manda,09219321141,wishi.manda@yahoo.com,0,1,1,1,1,1,0,29,39.04936013185943,1.0,5,1.0765830192775154,0.9679597183336288,0,0.10862330094388661,0.0,28.6
Tanveer Konda,09668933167,tanveer.konda@yahoo.com,1,0,1,0,1,1,1,33,8.42870120146074,1.0,4,0.4085812083443148,0.2716640749581687,0,0.13691713338614608,0.0,32.7
Bhanumati Mahajan,+914170194179,bhanumati.mahajan@hotmail.com,1,1,0,0,1,1,1,32,442.97635544956887,1.0,1,1.8846850020767243,1.9692095350694496,0,-0.08452453299272533,0.0,31.9
Mitesh Bhasin,+917772648540,mitesh.bhasin@yahoo.com,0,1,0,1,1,1,1,25,265.08021146369634,1.0,8,1.6396664983958291,1.5415323926463222,0,0.09813410574950687,0.0,24.3
Ekapad Srinivasan,6992460355,ekapad.srinivasan@gmail.com,1,1,1,1,1,12,0,30,221.2161905257676,12.0,9,0.0,0.0468699914533376,0,-0.0468699914533376,0.0,29.2
Vasudha Panchal,6583189608,vasudha.panchal@yahoo.com,0,1,0,0,1,6,1,29,230.591940947735,6.0,9,0.7507788789813128,0.7237109915521286,0,0.0270678874291842,0.0,28.2
Max Saran,01208511983,max.saran@yahoo.com,0,1,0,0,1,1,1,33,73.66193879677195,1.0,2,1.018481210097514,1.1369360546260674,0,-0.11845484452855337,0.0,32.8
Manbir Tara,4528906505,manbir.tara@yahoo.com,1,0,1,0,1,6,0,25,224.6000164880552,3.0,2,1.7290020615749906,1.2039871889009115,1,0.5250148726740791,3.0,24.8
Yatin Vaidya,+915053321705,yatin.vaidya@hotmail.com,0,0,1,1,1,6,0,29,58.62395169196739,6.0,2,1.9729861269267253,1.938463937550111,0,0.03452218937661433,0.0,28.8
Tanmayi Kuruvilla,9085038123,tanmayi.kuruvilla@gmail.com,0,1,0,0,1,1,0,30,106.42966754220916,1.0,3,2.4272552352745285,1.909613227207779,1,0.5176420080667494,0.0,29.8
Dalbir Badami,1387115511,dalbir.badami@hotmail.com,1,1,0,1,1,1,0,32,13.45485959850933,1.0,1,1.8996615564564328,1.9642966177177936,0,-0.06463506126136087,0.0,31.9
Eshana Pai,9054318709,eshana.pai@gmail.com,0,1,0,0,1,1,0,33,7.142134855871774,1.0,8,0.6532717768290248,0.7560807735487152,0,-0.10280899671969035,0.0,32.3
Vamakshi Bhalla,+914950056705,vamakshi.bhalla@yahoo.com,0,1,1,1,1,1,0,22,169.22259163210754,1.0,1,2.3149668841186086,1.4205762804713291,1,0.8943906036472795,0.0,21.9
Parth Ravi,+919557957827,parth.ravi@gmail.com,1,1,0,0,1,1,0,26,113.06750354726616,1.0,12,1.1123148474819256,1.1514940378861709,0,-0.039179190404245334,0.0,25.0
Jacob Dar,+915667514988,jacob.dar@hotmail.com,1,0,0,0,1,1,0,20,304.53564862950003,1.0,1,2.4841113992502826,2.573158715148882,0,-0.0890473158985996,0.0,19.9
Eshana Palla,0750594591,eshana.palla@yahoo.com,0,1,0,0,1,1,0,30,40.55941737577624,1.0,26,1.6630335970742496,1.7503012803414824,0,-0.08726768326723278,0.0,27.8
Ojas Krishnamurthy,06126010658,ojas.krishnamurthy@yahoo.com,0,1,0,0,1,1,0,28,96.7324967856962,1.0,1,2.168936074466965,2.2343834775824885,0,-0.06544740311552344,0.0,27.9
